TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
143,CUST1840,ACC78089,Current,Deposit,Savings Account,Firm E,Central,Manager 3,08-09-2023,37070.44352,104211.834,0.243624115,356,224
142,CUST1776,ACC39482,Loan,Deposit,Savings Account,Firm A,West,Manager 1,12-03-2024,52274.16856,99889.90177,0.435633331,579,11
108,CUST5500,ACC52650,Savings,Payment,Credit Card,Firm E,West,Manager 2,11-06-2024,-7411.898764,69730.26345,0.329221109,335,45
82,CUST4373,ACC74631,Savings,Payment,Personal Loan,Firm E,South,Manager 1,13-02-2024,72580.70857,118335.9009,0.552260919,750,71
171,CUST5428,ACC80131,Credit,Transfer,Mutual Fund,Firm E,Central,Manager 4,01-06-2023,63632.88831,73378.20495,0.576544698,327,93
143,CUST3762,ACC66190,Current,Transfer,Personal Loan,Firm D,North,Manager 4,18-10-2023,87564.37231,109924.722,0.386308687,726,52
80,CUST2842,ACC47099,Current,Payment,Personal Loan,Firm D,South,Manager 3,28-03-2024,72079.90925,109251.605,1.038665208,606,153
14,CUST5255,ACC32890,Credit,Deposit,Credit Card,Firm B,West,Manager 4,15-01-2023,40011.57645,-800.69993,0.130483361,829,64
135,CUST1497,ACC23985,Savings,Transfer,Savings Account,Firm C,North,Manager 4,16-06-2024,80112.81644,95588.08645,0.22551007,772,91
147,CUST3015,ACC92558,Savings,Payment,Personal Loan,Firm C,West,Manager 1,12-01-2023,66273.12772,73364.29996,1.056231979,562,143
46,CUST3762,ACC83848,Current,Withdrawal,Savings Account,Firm E,Central,Manager 1,19-03-2024,43193.29186,115652.7871,0.511283522,788,165
157,CUST6947,ACC57516,Credit,Deposit,Savings Account,Firm C,West,Manager 1,18-11-2023,84566.17832,81038.32592,0.372861162,682,160
142,CUST2699,ACC83581,Current,Transfer,Savings Account,Firm D,South,Manager 2,19-07-2023,87162.19392,43882.57247,0.272565334,440,106
133,CUST6351,ACC21264,Current,Deposit,Mutual Fund,Firm A,North,Manager 1,25-04-2024,40345.62874,108841.87,0.395997804,635,19
182,CUST7120,ACC25811,Loan,Withdrawal,Credit Card,Firm C,North,Manager 4,17-07-2023,87943.32255,132934.2385,0.235907913,616,82
127,CUST3602,ACC95164,Current,Withdrawal,Personal Loan,Firm D,North,Manager 4,10-03-2023,39050.02839,101206.1384,0.305452539,393,21
104,CUST8772,ACC15228,Savings,Withdrawal,Home Loan,Firm A,East,Manager 4,06-08-2023,68356.15626,145205.2998,0.256513405,715,41
180,CUST9731,ACC24508,Loan,Deposit,Home Loan,Firm D,East,Manager 3,06-06-2023,79121.42154,64104.81478,0.794726985,486,161
87,CUST7002,ACC71938,Credit,Deposit,Home Loan,Firm C,East,Manager 2,06-01-2023,44694.76853,57895.27192,0.36140184,685,35
99,CUST9731,ACC29356,Savings,Payment,Home Loan,Firm B,Central,Manager 1,17-08-2023,63831.13801,49631.62506,0.11558882,325,207
31,CUST9248,ACC53865,Current,Transfer,Home Loan,Firm E,South,Manager 4,10-01-2023,38078.84212,46350.92214,0.59079717,591,147
195,CUST9731,ACC77533,Loan,Deposit,Mutual Fund,Firm D,West,Manager 1,08-03-2023,70260.78994,85767.17957,0.565936558,433,143
63,CUST6549,ACC29231,Savings,Deposit,Credit Card,Firm C,Central,Manager 3,26-02-2023,36252.16918,81293.89658,0.733957136,504,177
68,CUST2427,ACC75675,Loan,Transfer,Credit Card,Firm C,East,Manager 4,11-06-2024,60813.11004,48467.24699,1.017737761,837,125
69,CUST9079,ACC65144,Credit,Withdrawal,Savings Account,Firm B,East,Manager 3,13-01-2023,79707.1233,62600.61075,-0.009001459,479,195
125,CUST4669,ACC19178,Savings,Withdrawal,Personal Loan,Firm E,North,Manager 2,17-12-2023,87504.41572,133098.7831,0.646909743,611,228
113,CUST4438,ACC66086,Credit,Transfer,Credit Card,Firm C,East,Manager 3,17-12-2023,63737.99772,109226.9751,0.30776868,786,103
48,CUST6082,ACC71938,Loan,Payment,Savings Account,Firm B,North,Manager 2,05-03-2024,109852.8031,-12493.95639,-0.000777933,529,118
56,CUST3059,ACC94203,Credit,Transfer,Home Loan,Firm B,North,Manager 1,13-06-2024,107238.1269,62080.93111,0.741949927,726,37
100,CUST3449,ACC83581,Current,Withdrawal,Home Loan,Firm E,North,Manager 1,16-04-2024,35253.97823,27359.83283,0.435127537,777,47
153,CUST2541,ACC29007,Loan,Transfer,Mutual Fund,Firm A,South,Manager 3,24-10-2023,124031.0149,103990.0008,0.555236134,462,176
131,CUST5916,ACC12334,Loan,Withdrawal,Savings Account,Firm E,South,Manager 2,08-06-2024,91472.13581,35311.92158,0.480789368,804,155
64,CUST4794,ACC60432,Current,Withdrawal,Mutual Fund,Firm C,North,Manager 2,24-09-2023,53513.16882,55174.39766,0.598381431,840,34
155,CUST3131,ACC15671,Savings,Deposit,Mutual Fund,Firm B,West,Manager 2,21-05-2023,25166.38904,120586.085,0.461066588,432,123
90,CUST5428,ACC24070,Loan,Deposit,Savings Account,Firm D,Central,Manager 1,08-09-2023,64810.93977,84928.98934,0.551582493,618,144
56,CUST1497,ACC49140,Current,Payment,Credit Card,Firm B,West,Manager 2,23-03-2024,33939.68574,134797.4596,0.575198163,441,69
20,CUST8028,ACC70460,Savings,Deposit,Credit Card,Firm B,South,Manager 1,03-10-2023,7915.281556,15831.47314,0.07594596,792,235
193,CUST7002,ACC49364,Savings,Payment,Savings Account,Firm B,South,Manager 2,30-09-2023,46503.14116,56719.75502,0.436683737,416,178
147,CUST3131,ACC31539,Savings,Payment,Home Loan,Firm C,Central,Manager 2,12-01-2024,52127.89869,39287.16612,0.580789209,569,29
69,CUST1776,ACC97225,Credit,Payment,Credit Card,Firm A,South,Manager 3,22-03-2024,31324.57163,85716.07828,0.580946089,316,129
176,CUST1042,ACC87602,Savings,Transfer,Mutual Fund,Firm E,Central,Manager 2,19-04-2023,36789.06168,100858.8877,-0.021983626,487,51
10,CUST5428,ACC32890,Current,Payment,Mutual Fund,Firm B,North,Manager 1,15-05-2023,56011.88726,60819.46221,-0.139418961,328,109
66,CUST7481,ACC51593,Current,Transfer,Personal Loan,Firm D,West,Manager 4,08-01-2023,74590.70525,106248.6506,0.367994936,321,29
127,CUST7255,ACC12334,Credit,Payment,Personal Loan,Firm C,East,Manager 4,31-10-2023,27648.5,97733.64305,0.5197755,581,73
65,CUST7120,ACC78589,Credit,Withdrawal,Personal Loan,Firm E,North,Manager 2,08-09-2023,90778.44119,131022.9505,0.498131415,524,119
9,CUST8250,ACC17688,Credit,Payment,Home Loan,Firm D,East,Manager 2,31-10-2023,32988.91615,54739.93294,0.918342618,546,51
136,CUST6292,ACC51009,Loan,Deposit,Mutual Fund,Firm C,South,Manager 3,06-11-2023,49190.2823,108361.2401,0.230154769,766,43
163,CUST1840,ACC96277,Credit,Payment,Savings Account,Firm A,Central,Manager 2,08-06-2024,29815.97431,69587.26097,0.602672418,566,83
187,CUST4625,ACC12334,Current,Withdrawal,Mutual Fund,Firm C,South,Manager 2,21-01-2023,70564.34301,113186.2485,0.194972373,615,51
23,CUST2464,ACC34568,Loan,Withdrawal,Mutual Fund,Firm C,East,Manager 2,12-05-2023,109238.6461,91912.41131,0.332623048,561,147
176,CUST8529,ACC21429,Current,Transfer,Credit Card,Firm B,South,Manager 1,12-05-2023,58180.23058,47690.00861,0.648770365,355,72
15,CUST4402,ACC80131,Savings,Payment,Home Loan,Firm B,South,Manager 2,12-01-2024,70599.5248,57421.50693,0.56276461,663,165
2,CUST5664,ACC97225,Current,Payment,Credit Card,Firm A,Central,Manager 3,12-05-2023,36436.36323,57386.06297,0.50750258,364,37
193,CUST4241,ACC66086,Loan,Payment,Savings Account,Firm A,Central,Manager 3,14-07-2023,125759.0826,4106.205307,0.708596083,340,236
20,CUST5574,ACC18057,Loan,Transfer,Savings Account,Firm D,Central,Manager 3,10-02-2023,65322.16119,66933.08596,0.860675296,711,45
128,CUST9038,ACC29396,Savings,Payment,Mutual Fund,Firm A,West,Manager 3,28-11-2023,53981.45073,109197.0589,0.283786421,553,231
99,CUST2188,ACC50439,Credit,Withdrawal,Mutual Fund,Firm B,East,Manager 2,25-07-2023,40122.96741,33029.48899,0.325403668,516,27
61,CUST5320,ACC75675,Credit,Deposit,Mutual Fund,Firm C,West,Manager 4,18-06-2023,56999.73579,112722.4702,0.453423955,705,97
82,CUST8318,ACC82947,Credit,Withdrawal,Personal Loan,Firm A,South,Manager 1,04-02-2023,49332.87662,72528.29524,0.393261017,693,145
190,CUST6391,ACC80131,Savings,Deposit,Home Loan,Firm A,South,Manager 3,08-11-2023,73032.04008,89937.28405,0.271400891,566,101
51,CUST3015,ACC65144,Savings,Payment,Personal Loan,Firm A,Central,Manager 3,06-03-2023,67282.43288,131978.4234,0.956631323,355,116
69,CUST9564,ACC19178,Savings,Transfer,Credit Card,Firm A,East,Manager 1,26-03-2023,20372.40788,66094.63887,0.500340687,800,9
9,CUST8416,ACC34431,Loan,Payment,Credit Card,Firm C,North,Manager 4,21-01-2023,16052.8654,73515.56848,0.553592821,849,79
175,CUST9564,ACC24981,Savings,Deposit,Personal Loan,Firm A,South,Manager 1,20-11-2023,42706.87696,87236.53914,0.193033971,352,80
69,CUST6525,ACC88286,Savings,Payment,Personal Loan,Firm A,Central,Manager 3,06-08-2023,26279.51597,88180.00062,0.028400256,785,108
99,CUST4669,ACC94203,Credit,Withdrawal,Mutual Fund,Firm C,East,Manager 3,21-02-2024,106360.4494,28805.31532,0.629095263,391,6
144,CUST1749,ACC95774,Savings,Withdrawal,Home Loan,Firm E,East,Manager 1,30-03-2024,26900.78646,90034.02609,0.33665299,653,138
81,CUST1498,ACC22799,Loan,Deposit,Personal Loan,Firm A,South,Manager 1,21-03-2024,45884.7985,126175.0079,0.48729157,408,220
95,CUST6837,ACC32212,Savings,Deposit,Home Loan,Firm E,East,Manager 1,26-10-2023,1592.907285,76367.3872,0.424677248,598,121
107,CUST3762,ACC34821,Loan,Transfer,Credit Card,Firm E,East,Manager 1,21-12-2023,35365.65436,123666.9742,0.396085387,795,162
38,CUST7002,ACC21719,Credit,Transfer,Credit Card,Firm E,East,Manager 3,06-11-2023,54890.90442,106002.0393,0.485183444,713,231
140,CUST4684,ACC12182,Current,Withdrawal,Savings Account,Firm E,Central,Manager 3,23-04-2023,32106.11706,150287.7958,0.772392526,364,33
115,CUST4769,ACC24070,Current,Transfer,Home Loan,Firm D,East,Manager 4,13-06-2024,111534.8367,75843.62816,0.25645252,675,70
10,CUST2944,ACC25132,Credit,Payment,Mutual Fund,Firm E,Central,Manager 4,25-11-2023,34980.56975,54240.93745,0.581684657,536,77
59,CUST7173,ACC92558,Credit,Payment,Credit Card,Firm A,Central,Manager 1,30-03-2024,47169.52644,38595.99411,0.358692939,375,96
163,CUST1498,ACC29396,Savings,Deposit,Savings Account,Firm E,East,Manager 3,06-06-2023,13840.62421,70447.14038,0.175123903,733,232
135,CUST8028,ACC64785,Savings,Transfer,Personal Loan,Firm B,North,Manager 2,25-04-2024,68978.99622,105103.5047,0.652723854,472,229
38,CUST7994,ACC82926,Credit,Deposit,Mutual Fund,Firm D,South,Manager 1,02-03-2024,91087.81035,66920.54398,0.33431132,635,209
125,CUST3109,ACC26940,Loan,Transfer,Personal Loan,Firm E,Central,Manager 4,02-01-2023,29825.38219,8117.460966,0.52514123,792,221
187,CUST5105,ACC76699,Savings,Deposit,Savings Account,Firm A,East,Manager 2,10-02-2023,15533.68053,51908.28003,0.623156535,811,85
183,CUST6351,ACC77638,Loan,Deposit,Savings Account,Firm A,North,Manager 3,21-02-2023,111189.9178,57628.47912,0.290538443,660,20
64,CUST4241,ACC11188,Savings,Payment,Credit Card,Firm C,Central,Manager 4,26-04-2023,80901.1083,59511.71004,0.341509669,785,168
41,CUST3006,ACC10996,Current,Withdrawal,Home Loan,Firm A,North,Manager 2,21-06-2024,37989.87644,53528.81451,0.495872766,665,104
124,CUST5105,ACC39161,Current,Payment,Savings Account,Firm C,Central,Manager 1,13-06-2024,82754.46141,42076.86243,0.719826256,478,218
96,CUST8279,ACC83581,Loan,Deposit,Home Loan,Firm A,Central,Manager 3,21-03-2024,47723.54764,56538.50444,0.626168172,547,161
140,CUST3131,ACC49422,Current,Withdrawal,Savings Account,Firm E,Central,Manager 2,03-05-2023,32788.7096,67303.17653,0.504767149,740,197
143,CUST3041,ACC41829,Credit,Payment,Home Loan,Firm E,North,Manager 2,28-01-2023,33844.38963,136506.2833,0.586809886,800,35
126,CUST5705,ACC76549,Loan,Transfer,Mutual Fund,Firm E,West,Manager 2,01-01-2024,13505.71863,90683.96518,0.306096608,353,161
154,CUST1497,ACC77533,Credit,Payment,Mutual Fund,Firm B,West,Manager 3,17-07-2023,52266.24698,45458.3388,0.522411231,423,234
155,CUST9216,ACC77533,Current,Transfer,Savings Account,Firm C,West,Manager 4,24-10-2023,98185.77957,112249.9474,1.016696096,457,151
53,CUST4769,ACC66086,Credit,Transfer,Personal Loan,Firm A,West,Manager 1,01-03-2024,48786.13278,39126.14626,0.395125252,757,149
6,CUST4669,ACC61926,Credit,Withdrawal,Credit Card,Firm A,East,Manager 1,03-05-2023,-3955.291271,33983.02875,0.445981176,373,6
86,CUST1223,ACC88449,Credit,Withdrawal,Credit Card,Firm E,East,Manager 3,21-02-2023,43677.48258,76079.9598,0.493168954,368,107
74,CUST7493,ACC25811,Savings,Deposit,Home Loan,Firm A,West,Manager 3,26-05-2023,78461.15737,58530.83873,0.629924195,341,166
17,CUST7793,ACC60432,Current,Deposit,Mutual Fund,Firm B,South,Manager 4,17-04-2023,53787.76699,97822.72033,-0.355536469,662,26
89,CUST2842,ACC61827,Loan,Withdrawal,Mutual Fund,Firm B,North,Manager 1,31-10-2023,93015.00919,104517.8822,0.783992818,662,104
50,CUST7887,ACC57597,Credit,Transfer,Personal Loan,Firm E,West,Manager 1,21-02-2023,62290.81689,9431.52338,0.555781325,742,209
169,CUST1768,ACC55729,Loan,Transfer,Home Loan,Firm A,Central,Manager 3,05-02-2023,56952.48476,28242.77665,0.331748853,659,171
158,CUST9528,ACC49180,Loan,Transfer,Savings Account,Firm E,Central,Manager 3,06-03-2023,7226.910282,22861.13385,0.522095398,475,214
119,CUST9528,ACC46953,Savings,Payment,Home Loan,Firm B,North,Manager 4,17-02-2024,32611.76911,31332.62107,0.264204896,838,141
37,CUST3041,ACC96277,Current,Deposit,Savings Account,Firm A,West,Manager 4,18-06-2023,27724.88208,100950.2862,0.086208319,567,115
51,CUST9079,ACC42467,Loan,Deposit,Personal Loan,Firm B,South,Manager 1,09-02-2024,4271.808546,80578.21183,0.42365985,499,197
137,CUST8266,ACC67713,Current,Transfer,Home Loan,Firm D,Central,Manager 1,16-02-2023,34116.38757,60946.69682,0.496237401,333,227
42,CUST1840,ACC83581,Current,Deposit,Credit Card,Firm C,North,Manager 1,02-01-2023,77949.23889,86624.819,0.311914262,775,169
62,CUST4402,ACC54589,Loan,Deposit,Home Loan,Firm B,South,Manager 1,09-02-2024,61348.25479,32233.45117,0.620176734,340,159
172,CUST6947,ACC49395,Savings,Deposit,Credit Card,Firm A,East,Manager 3,17-07-2023,71190.17615,50984.89346,0.25009788,330,85
100,CUST4794,ACC94242,Savings,Transfer,Mutual Fund,Firm B,South,Manager 2,19-11-2023,69180.93109,31451.69193,0.865635422,436,78
111,CUST8028,ACC40939,Loan,Withdrawal,Savings Account,Firm A,West,Manager 1,05-05-2023,107696.7998,41353.73521,0.522655027,726,155
196,CUST8461,ACC16241,Credit,Withdrawal,Personal Loan,Firm C,West,Manager 4,13-02-2024,65374.00641,85721.07428,0.723957782,829,135
60,CUST7994,ACC15228,Credit,Payment,Personal Loan,Firm B,West,Manager 4,01-06-2023,37429.61885,77285.30088,0.760971039,354,111
63,CUST7173,ACC57516,Loan,Payment,Mutual Fund,Firm D,East,Manager 4,17-02-2024,17767.98572,65164.18537,0.99182875,796,224
118,CUST6391,ACC53466,Current,Deposit,Home Loan,Firm D,West,Manager 2,17-01-2023,74621.24082,68680.09481,0.254629726,823,126
119,CUST1888,ACC35163,Current,Withdrawal,Credit Card,Firm C,Central,Manager 4,17-02-2024,76692.48803,98359.1123,0.594963501,487,74
157,CUST2464,ACC83581,Credit,Transfer,Savings Account,Firm C,West,Manager 2,24-12-2023,51377.12523,166960.8009,0.421841991,834,165
95,CUST9420,ACC18057,Current,Withdrawal,Personal Loan,Firm D,East,Manager 3,18-03-2023,57644.05543,36009.55602,0.73794309,762,130
80,CUST3041,ACC21719,Credit,Deposit,Savings Account,Firm D,Central,Manager 1,19-10-2023,-4859.967874,44677.48767,0.342064445,379,163
136,CUST6350,ACC66190,Credit,Transfer,Credit Card,Firm C,South,Manager 3,23-08-2023,92721.49019,52351.34489,0.337852276,515,15
55,CUST1497,ACC51593,Credit,Transfer,Mutual Fund,Firm B,East,Manager 3,16-02-2023,10237.30514,94453.27361,0.28466011,327,162
191,CUST7855,ACC99409,Current,Deposit,Savings Account,Firm A,South,Manager 2,17-01-2023,56755.73533,87089.28345,0.816762678,503,70
104,CUST1114,ACC73104,Loan,Transfer,Home Loan,Firm A,South,Manager 3,21-11-2023,54986.67737,66206.68914,0.371198921,778,182
95,CUST7395,ACC34431,Current,Withdrawal,Credit Card,Firm B,West,Manager 1,04-02-2024,2831.307371,65012.67382,0.171013369,573,198
134,CUST6038,ACC28612,Loan,Payment,Home Loan,Firm D,South,Manager 4,22-06-2024,85067.36773,27047.56063,0.520253867,707,225
102,CUST6549,ACC35419,Current,Payment,Mutual Fund,Firm D,South,Manager 1,20-06-2023,47892.34806,83514.79259,0.236620068,701,131
54,CUST6776,ACC76699,Loan,Transfer,Credit Card,Firm D,East,Manager 3,18-08-2023,85526.38085,146314.3592,0.351080124,777,194
145,CUST9962,ACC40939,Loan,Withdrawal,Mutual Fund,Firm A,West,Manager 2,23-03-2024,60028.52812,96893.632,0.125412109,389,135
107,CUST9169,ACC22799,Savings,Withdrawal,Personal Loan,Firm D,Central,Manager 2,17-07-2023,107242.1012,64233.53854,1.042760342,540,44
57,CUST4625,ACC82381,Credit,Transfer,Personal Loan,Firm A,Central,Manager 2,21-10-2023,54647.10786,114414.1648,0.834470703,370,201
163,CUST2188,ACC76597,Current,Payment,Personal Loan,Firm B,Central,Manager 3,12-05-2023,79844.7596,7800.507429,0.811947298,305,163
189,CUST1768,ACC80442,Current,Payment,Savings Account,Firm C,North,Manager 1,17-12-2023,62684.69628,5942.596131,0.473898331,665,28
162,CUST2805,ACC55331,Loan,Withdrawal,Credit Card,Firm A,North,Manager 2,21-11-2023,28831.29752,18395.52189,0.04248353,376,225
132,CUST7933,ACC95164,Current,Deposit,Credit Card,Firm B,North,Manager 2,04-05-2024,29379.88037,95539.61116,0.504207815,446,216
3,CUST9962,ACC92360,Current,Deposit,Home Loan,Firm B,North,Manager 4,02-05-2024,25665.39176,103214.9981,0.361207556,606,239
72,CUST9754,ACC65545,Savings,Payment,Personal Loan,Firm B,Central,Manager 2,31-10-2023,31228.84045,54148.75773,0.343344203,565,95
109,CUST9420,ACC90887,Credit,Withdrawal,Personal Loan,Firm E,East,Manager 2,17-04-2023,72175.42374,86755.47733,0.565939085,814,172
58,CUST4241,ACC77592,Current,Withdrawal,Savings Account,Firm E,Central,Manager 4,06-07-2023,81276.93321,122527.3788,0.68179564,629,56
128,CUST8318,ACC51200,Savings,Withdrawal,Savings Account,Firm C,West,Manager 4,09-02-2024,30767.90622,91168.22442,0.599681206,621,17
137,CUST2612,ACC97225,Savings,Payment,Mutual Fund,Firm A,North,Manager 1,05-07-2023,76272.96666,83167.46635,0.398226955,752,60
165,CUST7098,ACC19156,Savings,Withdrawal,Home Loan,Firm A,South,Manager 4,08-03-2023,50960.35626,38903.13188,0.395900743,497,182
93,CUST2443,ACC45968,Savings,Payment,Savings Account,Firm D,North,Manager 2,14-02-2023,31991.23866,121553.895,0.346645431,478,117
34,CUST9962,ACC57597,Current,Withdrawal,Mutual Fund,Firm C,North,Manager 1,04-05-2024,53218.46814,25614.09333,0.173840707,426,107
171,CUST2694,ACC77773,Credit,Deposit,Savings Account,Firm E,North,Manager 3,01-06-2023,72394.68812,31108.92905,0.40894204,507,97
164,CUST7120,ACC74656,Credit,Withdrawal,Mutual Fund,Firm B,North,Manager 2,17-12-2023,22534.15353,54613.89366,0.600388707,623,18
68,CUST5574,ACC29007,Credit,Deposit,Mutual Fund,Firm D,North,Manager 2,05-02-2024,11441.95155,49233.71894,0.48823786,323,116
58,CUST8028,ACC82947,Savings,Transfer,Home Loan,Firm D,South,Manager 2,25-04-2024,94138.90059,54042.66751,0.712683754,716,215
135,CUST4241,ACC45521,Credit,Withdrawal,Mutual Fund,Firm E,West,Manager 1,24-09-2023,112272.0629,97049.00031,0.595285438,397,120
166,CUST4625,ACC18140,Loan,Payment,Home Loan,Firm E,North,Manager 4,21-11-2023,19907.38816,85046.43725,0.616490716,660,178
50,CUST6565,ACC35163,Credit,Withdrawal,Mutual Fund,Firm E,North,Manager 3,14-03-2024,116570.9867,97906.17494,0.453409629,733,14
66,CUST3378,ACC16664,Credit,Payment,Credit Card,Firm E,East,Manager 4,01-06-2023,107144.8034,73757.35575,0.427245607,729,13
174,CUST2067,ACC24070,Current,Withdrawal,Savings Account,Firm D,North,Manager 1,21-10-2023,12680.29942,84246.91,0.767893445,546,34
119,CUST5320,ACC39482,Loan,Payment,Personal Loan,Firm A,Central,Manager 3,22-03-2024,27815.71822,104718.5263,0.400240747,618,219
195,CUST1962,ACC54589,Credit,Transfer,Personal Loan,Firm E,West,Manager 1,12-05-2023,65564.88526,11456.30649,0.557225913,558,13
10,CUST8461,ACC92360,Loan,Deposit,Credit Card,Firm C,South,Manager 4,16-04-2024,116468.7483,94608.84962,1.116346677,849,50
85,CUST7002,ACC69323,Loan,Payment,Savings Account,Firm B,Central,Manager 1,08-09-2023,68931.63766,84758.2017,0.984394749,663,179
86,CUST7933,ACC45907,Savings,Payment,Savings Account,Firm E,West,Manager 1,11-08-2023,122390.6882,73860.08518,0.54667639,604,25
115,CUST5320,ACC39482,Savings,Payment,Personal Loan,Firm B,South,Manager 4,07-03-2023,82802.92579,67258.86419,0.362198637,430,62
176,CUST2578,ACC67701,Credit,Transfer,Credit Card,Firm D,South,Manager 3,13-01-2023,66155.30455,82284.33605,0.500968002,748,107
132,CUST8772,ACC99117,Credit,Withdrawal,Savings Account,Firm B,West,Manager 2,16-02-2023,53309.89066,14080.25202,0.384477433,511,192
81,CUST5428,ACC34431,Credit,Transfer,Personal Loan,Firm A,West,Manager 4,18-02-2024,80727.26831,62551.72965,0.49156641,607,14
6,CUST9754,ACC77638,Loan,Deposit,Personal Loan,Firm E,Central,Manager 4,16-06-2024,13313.60282,50492.57399,0.353603561,838,14
39,CUST4595,ACC53466,Credit,Withdrawal,Credit Card,Firm A,West,Manager 3,24-12-2023,30625.26484,83699.11043,0.147050546,715,60
90,CUST3315,ACC24981,Savings,Withdrawal,Home Loan,Firm D,Central,Manager 1,01-07-2023,87135.50004,79579.94924,0.616491712,708,127
5,CUST4373,ACC21878,Savings,Deposit,Savings Account,Firm D,East,Manager 4,25-04-2024,9963.018491,136703.8017,0.479853386,387,128
116,CUST5912,ACC67713,Savings,Deposit,Mutual Fund,Firm D,North,Manager 2,04-01-2024,57690.60114,62788.17682,0.709026809,523,144
179,CUST4241,ACC57872,Loan,Transfer,Personal Loan,Firm C,West,Manager 2,18-10-2023,86544.75121,81717.19069,0.729375989,599,223
155,CUST8660,ACC49140,Current,Withdrawal,Personal Loan,Firm E,West,Manager 4,31-10-2023,46844.48311,-1065.037291,0.499742512,647,171
106,CUST6350,ACC11285,Loan,Withdrawal,Personal Loan,Firm D,East,Manager 2,14-02-2023,75098.07433,93872.29256,0.716452047,531,203
87,CUST4595,ACC65545,Current,Payment,Personal Loan,Firm D,South,Manager 2,05-05-2023,4120.984679,72850.60086,1.257012093,531,170
75,CUST2612,ACC54589,Credit,Transfer,Credit Card,Firm A,West,Manager 1,19-03-2024,40084.25841,25892.08885,0.622851665,606,69
161,CUST5121,ACC30852,Current,Deposit,Home Loan,Firm D,West,Manager 2,13-09-2023,63615.26679,23481.58486,0.622188061,445,107
67,CUST3306,ACC80131,Current,Transfer,Savings Account,Firm E,Central,Manager 2,15-05-2023,57360.55894,75560.80818,0.09539151,325,173
172,CUST2443,ACC12334,Savings,Payment,Savings Account,Firm C,Central,Manager 2,04-02-2024,49544.07692,19992.28895,0.670882753,758,18
10,CUST4003,ACC88286,Credit,Deposit,Credit Card,Firm D,Central,Manager 3,08-02-2024,76874.24316,77049.00342,0.249717181,473,210
32,CUST9129,ACC40939,Loan,Deposit,Credit Card,Firm C,Central,Manager 3,21-06-2024,70202.29994,82158.42249,0.400149523,758,141
120,CUST4684,ACC70741,Loan,Withdrawal,Savings Account,Firm A,West,Manager 3,01-06-2023,72888.71565,100171.1527,0.491966187,696,147
42,CUST9216,ACC42467,Current,Payment,Personal Loan,Firm B,Central,Manager 4,17-04-2023,48995.20373,61900.29448,0.325072534,782,26
86,CUST2349,ACC33287,Current,Withdrawal,Personal Loan,Firm A,West,Manager 3,22-05-2024,90097.35128,95083.17247,0.334143504,334,161
42,CUST2541,ACC55331,Credit,Withdrawal,Home Loan,Firm D,Central,Manager 4,05-02-2024,59141.11524,35288.67856,0.309628756,848,134
89,CUST1962,ACC88449,Credit,Withdrawal,Credit Card,Firm C,East,Manager 4,04-02-2024,57066.9436,42309.8277,0.527614379,488,179
165,CUST7493,ACC83581,Savings,Transfer,Home Loan,Firm C,North,Manager 4,12-01-2023,70143.05946,64637.73535,0.607182963,724,111
1,CUST9683,ACC50817,Credit,Transfer,Savings Account,Firm A,West,Manager 4,20-10-2023,55650.16959,92208.04237,0.539875528,796,222
191,CUST6549,ACC18177,Savings,Payment,Personal Loan,Firm C,East,Manager 2,10-02-2023,28894.67583,60440.18251,0.347009725,319,98
167,CUST6351,ACC25132,Loan,Payment,Home Loan,Firm C,South,Manager 4,02-03-2024,19379.51845,63883.52405,0.406908683,849,197
162,CUST4402,ACC15359,Credit,Withdrawal,Home Loan,Firm E,North,Manager 3,06-06-2023,-20209.22098,77319.43035,0.690673919,845,120
32,CUST6319,ACC70314,Savings,Withdrawal,Mutual Fund,Firm A,South,Manager 2,08-09-2023,27437.88396,49218.99362,0.474379813,490,102
89,CUST2699,ACC78178,Loan,Transfer,Savings Account,Firm D,South,Manager 4,01-04-2024,83694.82328,102079.9151,0.132869011,815,220
38,CUST5574,ACC26956,Credit,Deposit,Personal Loan,Firm E,East,Manager 1,14-02-2023,90696.28309,56272.21913,0.610317587,757,111
63,CUST4669,ACC48501,Loan,Withdrawal,Mutual Fund,Firm C,West,Manager 3,02-05-2024,14881.16795,34627.97917,0.307348424,780,164
56,CUST6029,ACC88286,Savings,Withdrawal,Mutual Fund,Firm B,North,Manager 2,24-05-2023,88285.25249,87397.8335,0.220011486,835,157
45,CUST7651,ACC91220,Loan,Deposit,Home Loan,Firm D,North,Manager 4,21-02-2024,40435.59939,147926.4165,0.155613368,436,42
126,CUST5894,ACC58078,Loan,Transfer,Personal Loan,Firm C,East,Manager 3,11-06-2024,51347.72171,72280.27486,0.551041902,333,99
147,CUST6351,ACC50439,Credit,Withdrawal,Credit Card,Firm A,Central,Manager 2,28-01-2023,37976.85804,83875.65461,0.353495236,658,121
18,CUST6549,ACC92558,Loan,Payment,Mutual Fund,Firm D,Central,Manager 2,22-05-2024,29852.84571,46666.08549,0.3544952,755,82
171,CUST1555,ACC80131,Loan,Withdrawal,Mutual Fund,Firm A,North,Manager 4,17-01-2024,79614.00347,132757.425,0.820304525,770,227
